"Month","DayOfTheMonth","DayOfTheYear","DayOfTheWeek","Hour","Minute","OverallLoad1","OverallLoad2","OverallLoad3","OverallLoad4","OverallLoad5","OverallLoad6","OverallLoad7","OverallLoad8","OverallLoad9","OverallLoad10","OverallLoad11","OverallLoad12","AirLoad1","AirLoad2","AirLoad3","AirLoad4","AirLoad5","AirLoad6","AirLoad7","AirLoad8","AirLoad9","AirLoad10","AirLoad11","AirLoad12","isHollidays","Forecast"
1,21,21,2,15,45,0.71,0.46,0.44,0.45,0.47,0.46,0.34,0.47,0.41,0.47,0.47,0.45,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.51
1,2,2,4,20,30,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.07,0.12,0.11,0.1,0.1,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
7,22,204,1,17,45,0.09,0.13,0.1,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.08,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.1
5,10,131,5,21,0,0.14,0.12,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.12,0.1,0.12,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.12
4,29,120,1,8,45,0.18,0.19,0.19,0.2,0.18,0.19,0.18,0.2,0.19,0.18,0.2,0.19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.2
7,28,210,7,20,0,0.13,0.1,0.11,0.06,0.11,0.12,0.11,0.06,0.1,0.11,0.08,0.1,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.1
7,26,208,5,13,0,1.71,1.28,1.28,1.58,1.37,1.54,1.16,1.53,0.86,1.02,1.53,0.86,1.43,1.02,1.02,1.33,1.1,1.32,0.93,1.29,0.7,0.75,1.24,0.71,0,1.08
5,23,144,4,9,0,0.1,0.1,0.09,0.12,0.09,0.12,0.07,0.14,0.13,0.17,0.16,0.14,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.14
1,9,9,4,15,0,0.32,0.3,0.33,0.56,0.55,0.36,0.54,0.6,0.56,0.52,0.53,0.55,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.52
1,29,29,3,21,15,0.29,0.26,0.21,0.09,0.13,0.12,0.14,0.12,0.14,0.14,0.14,0.12,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.14
3,15,75,5,17,30,0.41,0.4,0.42,0.39,0.43,0.4,0.44,0.49,0.5,0.5,0.5,0.55,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.56
6,29,181,6,21,0,0.07,0.14,0.07,0.12,0.08,0.12,0.09,0.12,0.07,0.13,0.06,0.16,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.06
12,23,358,1,5,30,0.1,0.07,0.1,0.11,0.11,0.12,0.09,0.11,0.1,0.1,0.11,0.08,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
7,15,197,1,22,0,0.07,0.13,0.08,0.13,0.07,0.13,0.06,0.16,0.06,0.14,0.07,0.15,0,0.02,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.02,0,0.07
12,20,355,5,22,30,0.13,0.11,0.08,0.11,0.11,0.12,0.11,0.14,0.12,0.12,0.11,0.12,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.07
8,31,244,6,11,30,0.51,2.9,1.96,1.92,1.82,1.31,1.77,1.81,1.7,1.61,1.44,0.76,0.26,2.46,1.57,1.53,1.42,1.07,1.38,1.42,1.32,1.25,1.2,0.51,1,0.15
9,12,256,4,16,0,0.95,1.72,1.74,1.8,1.99,1.15,1.65,1.75,1.59,1.09,1.36,0.81,0.65,1.24,1.25,1.27,1.48,0.67,1.17,1.26,1.17,0.87,1.15,0.66,0,1.32
12,6,341,5,18,30,0.1,0.1,0.1,0.1,0.12,0.11,0.11,0.11,0.11,0.11,0.07,0.13,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
7,28,210,7,7,30,0.1,0.11,0.11,0.11,0.09,0.11,0.11,0.11,0.06,0.11,0.09,0.09,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.11
1,16,16,4,18,15,0.51,0.53,0.51,0.53,0.54,0.5,0.49,0.45,0.36,0.22,0.31,0.32,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.33
5,25,146,6,7,15,0.09,0.11,0.09,0.12,0.1,0.1,0.09,0.12,0.1,0.1,0.1,0.11,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.16
7,20,202,6,13,15,1.33,1.51,1.14,1.53,0.65,0.14,0.14,0.14,0.15,0.24,0.83,1.36,1,1.24,0.91,1.35,0.51,0.01,0,0.01,0.01,0.01,0.58,1.18,0,1.84
6,5,157,3,23,15,0.09,0.11,0.11,0.12,0.1,0.11,0.11,0.12,0.1,0.07,0.1,0.12,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.1
9,10,254,2,21,30,0.1,0.12,0.11,0.08,0.09,0.11,0.1,0.12,0.1,0.1,0.1,0.13,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.1
10,21,295,1,17,30,0.1,0.1,0.11,0.11,0.12,0.07,0.1,0.1,0.1,0.12,0.12,0.11,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.11
8,19,232,1,18,15,0.12,0.12,0.1,0.07,0.1,0.12,0.11,0.1,0.1,0.11,0.11,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,1,0.06
1,15,15,3,8,30,0.61,0.77,0.6,0.47,0.32,0.09,0.11,0.29,0.35,0.48,0.53,0.59,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.06,0,0.84
8,23,236,5,14,45,2.06,1.27,1.07,1.59,1.8,1.33,1.68,1.32,2.09,1.72,1.24,1.51,1.79,1.04,0.92,1.34,1.57,1.09,1.45,0.97,1.58,1.21,0.9,1.14,1,1.55
7,5,187,5,5,45,0.07,0.14,0.07,0.15,0.11,0.77,0.36,0.84,0.45,0.78,0.37,0.56,0.01,0.01,0.01,0.01,0,0.02,0,0.01,0.01,0.01,0.01,0.01,0,0.24
4,20,111,6,19,45,0.44,0.47,0.46,0.47,0.45,0.21,0.09,0.1,0.1,0.11,0.09,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.1
2,28,59,3,9,0,1.04,1.15,1.06,0.43,0.11,0.11,0.1,0.13,0.17,0.28,0.35,0.36,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.33
11,29,334,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,22,113,1,23,0,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
1,17,17,5,15,30,0.32,0.42,0.42,0.46,0.3,0.46,0.49,0.43,0.45,0.41,0.45,0.42,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.5
9,1,245,7,8,45,0.07,0.1,0.12,0.1,0.11,0.1,0.11,0.12,0.07,0.09,0.11,0.12,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.11
1,21,21,2,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,12,164,3,7,45,0.51,0.51,0.48,0.48,0.31,0.1,0.12,0.17,0.18,0.17,0.17,0.39,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.4
8,15,228,4,13,0,0.09,0.11,0.11,0.12,0.1,0.1,0.06,0.13,0.1,0.11,0.1,0.1,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,1,0.13
7,1,183,1,13,0,0.06,0.13,0.07,0.13,0.09,0.12,0.07,0.13,0.07,0.15,0.06,0.14,0.01,0.01,0.01,0.01,0,0.02,0,0.01,0.01,0.01,0.01,0.01,0,0.06
8,22,235,4,21,15,0.1,0.1,0.12,0.1,0.1,0.07,0.1,0.11,0.11,0.11,0.1,0.11,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,1,0.11
7,2,184,2,15,15,0.71,1.44,0.73,1.36,0.65,1.35,0.65,1.34,0.7,1.31,0.67,1.3,0.55,1.16,0.58,1.04,0.49,1.01,0.5,1.01,0.54,1.01,0.5,1,0,0.67
4,19,110,5,8,45,0.28,0.11,0.09,0.1,0.11,0.15,0.13,0.18,0.24,0.28,0.42,0.39,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.43
2,29,60,4,8,45,0.12,0.1,0.1,0.12,0.11,0.11,0.11,0.12,0.13,0.12,0.13,0.13,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.3
9,13,257,5,18,15,1.4,1.45,1.34,1.44,1.5,0.43,0.2,0.12,0.12,0.08,0.18,0.21,0.98,1.07,1.01,1.01,1.03,0.01,0.01,0,0.01,0.01,0,0.01,0,0.21
7,2,184,2,0,15,0.14,0.08,0.15,0.06,0.14,0.07,0.15,0.06,0.13,0.07,0.14,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.02,0,0.01,0.01,0,0.12
2,24,55,6,22,30,0.1,0.1,0.09,0.1,0.11,0.09,0.1,0.1,0.11,0.09,0.1,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.11
11,11,316,1,14,45,0.12,0.12,0.11,0.07,0.11,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.12
5,25,146,6,3,30,0.1,0.12,0.1,0.1,0.1,0.11,0.11,0.1,0.1,0.11,0.11,0.09,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
10,26,300,6,10,0,0.34,0.36,0.29,0.26,0.3,0.28,0.26,0.25,0.41,0.37,0.54,0.42,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.43
8,25,238,7,14,15,0.1,0.1,0.12,0.11,0.11,0.06,0.11,0.11,0.12,0.1,0.11,0.09,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,1,0.13
10,9,283,3,1,45,0.11,0.12,0.13,0.1,0.12,0.07,0.11,0.13,0.11,0.11,0.11,0.11,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.13
6,30,182,7,9,30,0.14,0.07,0.14,0.06,0.13,0.07,0.15,0.06,0.13,0.06,0.15,0.07,0.01,0.01,0.01,0,0.02,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.12
5,31,152,5,14,30,1.64,1.52,1.58,1.28,1.35,0.75,0.55,1.32,1.16,0.9,1.08,0.8,1.5,1.36,1.4,1.03,1.13,0.53,0.3,1.1,0.92,0.68,0.88,0.52,0,0.8
10,26,300,6,21,15,0.1,0.11,0.11,0.12,0.12,0.1,0.1,0.1,0.11,0.12,0.07,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0.11
6,29,181,6,7,15,0.08,0.13,0.07,0.14,0.07,0.14,0.07,0.14,0.06,0.08,0,1.07,0.01,0.01,0.01,0.01,0,0.02,0,0.01,0.01,0.01,2.39,0.94,0,0
8,17,230,6,2,30,0.1,0.12,0.11,0.11,0.09,0.11,0.12,0.07,0.1,0.11,0.09,0.12,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,1,0.11
3,11,71,1,9,45,0.1,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.12,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.09
5,17,138,5,1,45,0.1,0.1,0.1,0.12,0.09,0.11,0.1,0.12,0.09,0.11,0.09,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.1
7,18,200,4,17,30,0.61,0.36,0.87,0.36,0.47,0.43,0.42,0.28,0.27,0.4,0.26,0.16,0.28,0.18,1.59,0.19,0.28,0.29,0.28,0.19,0.19,0.29,0.12,0,0,0.11
5,31,152,5,22,0,0.11,0.1,0.11,0.09,0.11,0.1,0.11,0.1,0.11,0.1,0.12,0.1,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.11
8,31,244,6,2,45,0.12,0.1,0.11,0.1,0.13,0.1,0.11,0.07,0.1,0.13,0.1,0.11,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,1,0.11
2,26,57,1,2,0,0.12,0.09,0.09,0.1,0.11,0.09,0.1,0.09,0.11,0.1,0.09,0.1,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
1,4,4,6,16,15,0.56,0.57,0.29,0.28,0.31,0.28,0.29,0.28,0.28,0.29,0.27,0.25,0.3,0.29,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.16
2,6,37,2,20,45,0.34,0.31,0.11,0.1,0.11,0.1,0.11,0.12,0.1,0.1,0.1,0.11,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.12
11,24,329,7,21,30,0.1,0.14,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.07,0.09,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
9,11,255,3,6,15,0.11,0.11,0.1,0.07,0.1,0.13,0.1,0.1,0.1,0.1,0.12,0.11,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,1,0.09
1,28,28,2,20,15,0.33,0.33,0.3,0.18,0.26,0.17,0.13,0.13,0.15,0.14,0.13,0.13,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.13
10,20,294,7,10,15,0.11,0.1,0.11,0.12,0.06,0.11,0.1,0.1,0.12,0.11,0.1,0.1,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.1
9,13,257,5,12,0,1.43,2.51,2.11,2.28,2.24,2.28,2.22,2.07,1.92,2.34,1.93,0.95,1.1,2.01,1.57,1.59,1.59,1.58,1.58,1.43,1.29,1.67,1.41,0.75,0,1.47
1,17,17,5,8,0,0.39,0.54,0.63,0.68,0.46,0.69,0.52,0.35,0.25,0.27,0.26,0.3,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.34
3,15,75,5,15,0,0.42,0.44,0.48,0.27,0.34,0.29,0.43,0.42,0.38,0.4,0.41,0.4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.42
12,9,344,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,13,318,3,6,45,0.1,0.12,0.11,0.1,0.17,0.57,0.58,0.59,0.64,0.7,0.61,0.39,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.19
11,17,322,7,9,30,0.11,0.11,0.1,0.1,0.06,0.1,0.12,0.11,0.1,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.12
11,21,326,4,22,15,0.1,0.08,0.1,0.12,0.11,0.1,0.11,0.1,0.11,0.13,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.11
10,16,290,3,15,0,0.61,0.61,0.61,0.6,0.41,0.63,0.63,0.63,0.62,0.6,0.6,0.61,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.62
1,13,13,1,15,15,0.06,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.1,0.12,0.06,0.1,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.1
9,13,257,5,7,0,0.73,0.74,0.72,0.73,0.9,0.89,0.67,0.5,0.24,0.19,0.25,1.1,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.86,0,0.53
9,20,264,5,21,30,0.12,0.11,0.12,0.11,0.1,0.11,0.12,0.11,0.07,0.11,0.1,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.11
8,4,217,7,19,30,0.12,0.1,0.11,0.09,0.08,0.1,0.12,0.1,0.1,0.09,0.12,0.11,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,0.1
5,21,142,2,19,30,0.12,0.13,0.13,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
10,28,302,1,20,45,0.11,0.1,0.11,0.07,0.13,0.11,0.11,0.1,0.1,0.12,0.1,0.11,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.09
8,4,217,7,0,45,0.12,0.11,0.11,0.1,0.1,0.07,0.12,0.07,0.1,0.1,0.1,0.12,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,1,0.1
10,16,290,3,3,45,0.12,0.1,0.11,0.07,0.1,0.13,0.1,0.11,0.11,0.1,0.12,0.11,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.16
5,18,139,6,6,30,0.09,0.1,0.11,0.1,0.09,0.07,0.1,0.1,0.09,0.1,0.11,0.12,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.13
6,21,173,5,13,0,0,0.92,1.93,0.93,0,1.05,0,0.72,1.9,0.94,1.78,0.81,1.48,0.64,1.33,0.64,1.73,0.79,1.54,0.43,1.33,0.71,1.3,0.6,0,1.47
4,11,102,4,13,15,0.27,0.29,0.27,0.32,0.17,0.22,0.26,0.29,0.28,0.3,0.26,0.27,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.28
1,14,14,2,0,0,0.11,0.11,0.1,0.1,0.07,0.09,0.1,0.1,0.11,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.09
8,18,231,7,1,0,0.1,0.08,0.12,0.1,0.1,0.1,0.11,0.12,0.1,0.07,0.09,0.12,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,1,0.11
5,8,129,3,12,45,0.4,0.36,0.37,0.44,0.42,0.39,0.27,0.36,0.27,0.26,0.26,0.3,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.27
4,4,95,4,16,15,0.66,0.76,0.78,0.78,0.76,0.75,0.69,0.78,0.73,0.67,0.73,0.55,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.46
10,25,299,5,0,15,0.11,0.1,0.13,0.1,0.11,0.11,0.11,0.13,0.1,0.1,0.07,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.11
8,18,231,7,2,15,0.1,0.11,0.12,0.1,0.07,0.09,0.12,0.11,0.1,0.1,0.1,0.12,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,1,0.08
12,25,360,3,16,15,0.1,0.11,0.12,0.11,0.09,0.08,0.1,0.1,0.12,0.11,0.1,0.1,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.1
9,12,256,4,13,30,1.48,1.57,1.35,1.46,1.73,1.39,1.21,1.39,1.49,1.45,0.95,1.72,1.22,1.3,1.04,1.23,1.5,1.14,0.98,1.16,1.26,1.2,0.65,1.24,0,1.74
10,4,278,5,13,0,1.65,1.62,1.6,1.6,1.78,1.39,0.81,0.99,1.18,1.51,1.15,1.33,1.13,1.14,1.15,1.11,1.23,1.08,0.67,0.84,0.98,1.22,0.85,1.04,0,1.32
7,17,199,3,22,45,0.07,0.07,0.13,0.06,0.14,0.09,0.14,0.07,0.14,0.06,0.17,0.06,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0,0.14
11,26,331,2,11,0,0.28,0.42,0.51,0.66,0.62,0.6,0.5,0.31,0.47,0.47,0.46,0.46,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.43
6,27,179,4,16,30,0.81,1.81,0.96,1.93,0.99,1.89,0.8,1.69,0.84,1.71,0.87,1.73,0.67,1.37,0.73,1.42,0.74,1.45,0.6,1.26,0.62,1.29,0.65,1.35,0,0.83
2,10,41,6,2,15,0.11,0.11,0.11,0.07,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
4,30,121,2,11,0,0.14,0.08,0.14,0.14,0.14,0.14,0.13,0.17,0.16,0.15,0.16,0.26,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.38
5,27,148,1,15,30,0.09,0.12,0.09,0.1,0.1,0.11,0.1,0.09,0.1,0.11,0.1,0.1,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
3,17,77,7,7,0,0.11,0.1,0.12,0.12,0.12,0.1,0.12,0.12,0.07,0.12,0.1,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.12
7,24,206,3,22,15,0.13,0.13,0.1,0.1,0.11,0.12,0.11,0.1,0.12,0.07,0.12,0.11,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.11
11,9,314,6,2,45,0.11,0.11,0.1,0.11,0.12,0.11,0.11,0.07,0.1,0.11,0.13,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.11
5,28,149,2,9,0,0.1,0.1,0.11,0.09,0.1,0.11,0.1,0.1,0.09,0.1,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.09
7,28,210,7,5,0,0.11,0.1,0.12,0.1,0.1,0.1,0.12,0.1,0.07,0.1,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0,0.11
7,23,205,2,1,15,0.12,0.1,0.1,0.1,0.12,0.07,0.1,0.1,0.1,0.12,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
11,7,312,4,3,15,0.12,0.11,0.11,0.07,0.11,0.12,0.12,0.11,0.1,0.11,0.11,0.13,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.11
8,17,230,6,16,15,1.34,0.89,0.81,1.16,0.97,0.86,1.18,0.73,0.1,0.1,0.09,0.07,1.16,0.72,0.66,0.98,0.8,0.69,1.07,0.62,0.01,0,0.01,0.01,1,0.11
3,7,67,4,18,15,0.42,0.41,0.41,0.41,0.4,0.44,0.54,0.51,0.51,0.45,0.37,0.14,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.1
11,10,315,7,18,45,0.13,0.1,0.1,0.1,0.11,0.13,0.11,0.11,0.11,0.1,0.07,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.12
8,17,230,6,15,0,0.91,1.3,0.91,1.37,0.88,1.34,0.89,0.81,1.16,0.97,0.86,1.18,0.75,1.14,0.72,1.17,0.72,1.16,0.72,0.66,0.98,0.8,0.69,1.07,1,0.73
4,14,105,7,1,15,0.12,0.09,0.1,0.09,0.12,0.09,0.1,0.09,0.11,0.1,0.09,0.1,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
10,21,295,1,2,30,0.1,0.11,0.1,0.12,0.1,0.11,0.1,0.11,0.06,0.13,0.1,0.11,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.1
5,17,138,5,15,30,0.37,0.33,0.36,0.55,0.57,0.43,0.38,0.25,0.22,0.24,0.15,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.2
7,21,203,7,1,45,0.11,0.1,0.1,0.1,0.1,0.12,0.1,0.11,0.09,0.11,0.08,0.11,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.09
1,13,13,1,21,30,0.09,0.1,0.1,0.1,0.11,0.06,0.11,0.09,0.1,0.09,0.11,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.1
6,27,179,4,21,30,0.06,0.13,0.07,0.14,0.06,0.14,0.06,0.14,0.07,0.13,0.07,0.15,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.06
4,25,116,4,8,30,0.09,0.1,0.09,0.1,0.11,0.16,0.25,0.23,0.32,0.51,0.56,0.55,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.48
4,15,106,1,17,15,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.09
9,29,273,7,10,30,0.12,0.1,0.11,0.09,0.08,0.1,0.12,0.1,0.1,0.11,0.11,0.11,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.1
1,10,10,5,6,0,0.11,0.11,0.12,0.11,0.12,0.09,0.11,0.2,0.5,0.54,0.56,0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.63
7,16,198,2,11,45,2.26,1.53,1.8,1.58,1.87,1.14,2.12,1.07,1.9,1.07,0.96,0.98,1.8,1.18,1.15,1.25,1.27,0.82,1.58,0.82,1.43,0.81,0.76,0.64,0,0.14
